total_bet_transactions,bet_transactions_with_payout,bet_transactions_with_payout_percentage,payout_transactions,payout_links,block_distance_mean,block_distance_median,block_distance_p75,block_distance_p90,block_distance_p95
1965817,1965206,99.96891877524715,2349938,2349938,1.2513462057296831,0.0,0.0,1.0,3.0
