period,addressId,diceName,bet_count
2012-04-23 19:00,3517636,lessthan 32768,0
2012-04-23 19:00,3517367,lessthan 48000,0
2012-04-23 20:00,3524394,lessthan 32000,0
2012-04-23 20:00,3517636,lessthan 32768,0
2012-04-23 20:00,3517367,lessthan 48000,0
2012-04-23 21:00,3524394,lessthan 32000,0
2012-04-23 21:00,3517636,lessthan 32768,1
2012-04-23 21:00,3517367,lessthan 48000,0
2012-04-23 22:00,3524394,lessthan 32000,0
2012-04-23 22:00,3517636,lessthan 32768,0
2012-04-23 22:00,3517367,lessthan 48000,0
2012-04-23 23:00,3524394,lessthan 32000,0
2012-04-23 23:00,3517636,lessthan 32768,0
2012-04-23 23:00,3517367,lessthan 48000,0
2012-04-24 00:00,3524394,lessthan 32000,0
2012-04-24 00:00,3517636,lessthan 32768,0
2012-04-24 00:00,3517367,lessthan 48000,1
2012-04-24 01:00,3524394,lessthan 32000,0
2012-04-24 01:00,3517636,lessthan 32768,0
2012-04-24 01:00,3517367,lessthan 48000,0
2012-04-24 02:00,3524394,lessthan 32000,0
2012-04-24 02:00,3517636,lessthan 32768,1
2012-04-24 02:00,3517367,lessthan 48000,0
2012-04-24 03:00,3524394,lessthan 32000,0
2012-04-24 03:00,3517636,lessthan 32768,1
2012-04-24 03:00,3517367,lessthan 48000,0
2012-04-24 04:00,3524394,lessthan 32000,0
2012-04-24 04:00,3517636,lessthan 32768,0
2012-04-24 04:00,3517367,lessthan 48000,0
2012-04-24 05:00,3524394,lessthan 32000,0
2012-04-24 05:00,3517636,lessthan 32768,1
2012-04-24 05:00,3517367,lessthan 48000,0
2012-04-24 06:00,3524394,lessthan 32000,0
2012-04-24 06:00,3517636,lessthan 32768,0
2012-04-24 06:00,3517367,lessthan 48000,0
2012-04-24 07:00,3524394,lessthan 32000,0
2012-04-24 07:00,3517636,lessthan 32768,0
2012-04-24 07:00,3517367,lessthan 48000,0
2012-04-24 08:00,3524394,lessthan 32000,0
2012-04-24 08:00,3517636,lessthan 32768,0
2012-04-24 08:00,3517367,lessthan 48000,0
2012-04-24 09:00,3524394,lessthan 32000,0
2012-04-24 09:00,3517636,lessthan 32768,0
2012-04-24 09:00,3517367,lessthan 48000,0
2012-04-24 10:00,3524394,lessthan 32000,0
2012-04-24 10:00,3517636,lessthan 32768,0
2012-04-24 10:00,3517367,lessthan 48000,0
2012-04-24 11:00,3524394,lessthan 32000,0
2012-04-24 11:00,3517636,lessthan 32768,0
2012-04-24 11:00,3517367,lessthan 48000,0
2012-04-24 12:00,3524394,lessthan 32000,3
2012-04-24 12:00,3517636,lessthan 32768,3
2012-04-24 12:00,3517367,lessthan 48000,3
2012-04-24 13:00,3524394,lessthan 32000,0
2012-04-24 13:00,3517636,lessthan 32768,0
2012-04-24 13:00,3517367,lessthan 48000,0
2012-04-24 14:00,3524394,lessthan 32000,0
2012-04-24 14:00,3517636,lessthan 32768,0
2012-04-24 14:00,3517367,lessthan 48000,0
2012-04-24 15:00,3524394,lessthan 32000,0
2012-04-24 15:00,3517636,lessthan 32768,0
2012-04-24 15:00,3517367,lessthan 48000,0
2012-04-24 16:00,3524394,lessthan 32000,0
2012-04-24 16:00,3517636,lessthan 32768,0
2012-04-24 16:00,3517367,lessthan 48000,0
2012-04-24 17:00,3524394,lessthan 32000,2
2012-04-24 17:00,3517636,lessthan 32768,2
2012-04-24 17:00,3517367,lessthan 48000,2
2012-04-24 18:00,3524394,lessthan 32000,6
2012-04-24 18:00,3517636,lessthan 32768,1
2012-04-24 18:00,3517367,lessthan 48000,0
2012-04-24 19:00,3524394,lessthan 32000,0
2012-04-24 19:00,3517636,lessthan 32768,0
2012-04-24 19:00,3517367,lessthan 48000,0
